owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,has_readme,has_docker,has_cicd,has_tests,repo_age_days,days_since_last_update,quality_label,quality_score,improvement_suggestions
openwisp,openwisp-ipam,openwisp/openwisp-ipam,https://github.com/openwisp/openwisp-ipam,Python,119,67,16,31930,0,0,1,0,1,1,2908,0,Intermediate,68,Add Docker support
UiPath,uipath-langchain-python,UiPath/uipath-langchain-python,https://github.com/UiPath/uipath-langchain-python,Python,72,34,103,18281,1,0,1,0,1,1,472,0,Intermediate,64,Add Docker support
CreativeDesigner3D,home_builder_5,CreativeDesigner3D/home_builder_5,https://github.com/CreativeDesigner3D/home_builder_5,Python,108,9,4,43745,1,0,0,0,0,0,230,0,Beginner,20,"Add a README file, Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
israel-dryer,ttkbootstrap,israel-dryer/ttkbootstrap,https://github.com/israel-dryer/ttkbootstrap,Python,2630,460,8,52361,0,0,1,0,0,1,1951,0,Production Ready,68,"Set up CI/CD workflows, Add Docker support"
souslesens,souslesensVocables,souslesens/souslesensVocables,https://github.com/souslesens/souslesensVocables,Python,46,15,490,257016,1,1,1,1,1,1,2064,0,Intermediate,70,Great job! Keep it up.
geolens-io,geolens,geolens-io/geolens,https://github.com/geolens-io/geolens,Python,94,8,30,15476,0,0,1,1,1,1,123,0,Intermediate,70,Great job! Keep it up.
openwisp,netjsonconfig,openwisp/netjsonconfig,https://github.com/openwisp/netjsonconfig,Python,389,86,32,2035,1,0,1,0,1,1,4010,0,Intermediate,72,Add Docker support
yeasy,harness_engineering_guide,yeasy/harness_engineering_guide,https://github.com/yeasy/harness_engineering_guide,Python,92,19,0,1933,1,0,1,0,1,0,109,0,Beginner,48,"Add unit/integration tests, Add Docker support"
openwisp,docker-openwisp,openwisp/docker-openwisp,https://github.com/openwisp/docker-openwisp,Python,205,123,39,2398,0,0,1,1,1,1,2628,0,Intermediate,81,Great job! Keep it up.
arviz-devs,arviz-stats,arviz-devs/arviz-stats,https://github.com/arviz-devs/arviz-stats,Python,18,29,41,16979,0,0,1,0,1,1,1163,0,Intermediate,60,Add Docker support
openwisp,django-x509,openwisp/django-x509,https://github.com/openwisp/django-x509,Python,351,81,9,5124,1,0,1,1,1,1,3666,0,Intermediate,81,Great job! Keep it up.
yeasy,learning_pickleball,yeasy/learning_pickleball,https://github.com/yeasy/learning_pickleball,Python,15,3,0,12682,1,0,1,0,1,1,1655,0,Intermediate,52,Add Docker support
openwisp,django-swappable-models,openwisp/django-swappable-models,https://github.com/openwisp/django-swappable-models,Python,249,32,0,94,1,0,1,0,1,1,4578,0,Intermediate,67,Add Docker support
LearnPrompt,ai-news-radar,LearnPrompt/ai-news-radar,https://github.com/LearnPrompt/ai-news-radar,Python,1606,403,2,8362894,0,1,1,0,1,1,152,0,Production Ready,81,Add Docker support
openwisp,django-loci,openwisp/django-loci,https://github.com/openwisp/django-loci,Python,194,54,8,1514,1,0,1,1,1,1,3174,0,Intermediate,78,Great job! Keep it up.
DataDog,integrations-core,DataDog/integrations-core,https://github.com/DataDog/integrations-core,Python,1129,1546,491,582041,1,1,1,0,1,0,3886,0,Production Ready,70,"Add unit/integration tests, Add Docker support"
AnacondaRecipes,aggregate,AnacondaRecipes/aggregate,https://github.com/AnacondaRecipes/aggregate,Python,34,47,39,15385,1,0,1,0,1,0,3271,0,Beginner,48,"Add unit/integration tests, Add Docker support"
openwisp,ansible-openwisp2,openwisp/ansible-openwisp2,https://github.com/openwisp/ansible-openwisp2,Python,515,157,22,2019,0,0,1,0,1,0,3821,0,Beginner,60,"Add unit/integration tests, Add Docker support"
redgreat,stepwong,redgreat/stepwong,https://github.com/redgreat/stepwong,Python,28,28,1,1386,1,0,1,0,1,0,562,0,Beginner,46,"Add unit/integration tests, Add Docker support"
openwisp,openwisp-utils,openwisp/openwisp-utils,https://github.com/openwisp/openwisp-utils,Python,93,103,35,5939,0,0,1,0,1,1,3318,0,Intermediate,68,Add Docker support
410979729,scope-recall-hermes,410979729/scope-recall-hermes,https://github.com/410979729/scope-recall-hermes,Python,185,14,0,1823,0,0,1,0,1,1,69,0,Intermediate,63,Add Docker support
openwisp,openwisp-notifications,openwisp/openwisp-notifications,https://github.com/openwisp/openwisp-notifications,Python,54,76,16,19380,0,0,1,1,1,1,2285,0,Intermediate,76,Great job! Keep it up.
suan-11,mea-pet-public,suan-11/mea-pet-public,https://github.com/suan-11/mea-pet-public,Python,29,7,0,294111,0,0,1,0,1,1,14,0,Intermediate,56,Add Docker support
Michaelpalacce,HomeLab,Michaelpalacce/HomeLab,https://github.com/Michaelpalacce/HomeLab,Python,219,7,16,18181,0,0,1,0,1,0,1865,0,Beginner,47,"Add unit/integration tests, Add Docker support"
openwisp,openwisp-monitoring,openwisp/openwisp-monitoring,https://github.com/openwisp/openwisp-monitoring,Python,234,182,64,45189,0,0,1,1,1,1,2316,0,Intermediate,83,Great job! Keep it up.
R3ZARAHIMI,tg-v2ray-configs-every2h,R3ZARAHIMI/tg-v2ray-configs-every2h,https://github.com/R3ZARAHIMI/tg-v2ray-configs-every2h,Python,50,1,0,142185,1,0,1,0,1,0,387,0,Beginner,38,"Add unit/integration tests, Add Docker support"
openwisp,django-rest-framework-gis,openwisp/django-rest-framework-gis,https://github.com/openwisp/django-rest-framework-gis,Python,1122,218,28,631,0,0,1,1,1,1,4918,0,Intermediate,88,Great job! Keep it up.
openwisp,ansible-wireguard-openwisp,openwisp/ansible-wireguard-openwisp,https://github.com/openwisp/ansible-wireguard-openwisp,Python,12,18,9,113,1,0,1,0,1,0,1920,0,Beginner,42,"Add unit/integration tests, Add Docker support"
waldur,waldur-mastermind,waldur/waldur-mastermind,https://github.com/waldur/waldur-mastermind,Python,72,51,3,42416,1,0,1,1,1,1,3471,0,Intermediate,75,Great job! Keep it up.
rohaquinlop,complexipy,rohaquinlop/complexipy,https://github.com/rohaquinlop/complexipy,Python,731,22,7,3229,1,1,1,0,1,1,914,0,Intermediate,69,Add Docker support
OCA,l10n-spain,OCA/l10n-spain,https://github.com/OCA/l10n-spain,Python,537,611,124,163548,1,0,1,0,1,0,4419,0,Production Ready,65,"Add unit/integration tests, Add Docker support"
aveproject,ave,aveproject/ave,https://github.com/aveproject/ave,Python,11,3,2,647,0,0,1,0,1,1,100,0,Intermediate,51,Add Docker support
NInagusev47,Silent-Crypto-Miner,NInagusev47/Silent-Crypto-Miner,https://github.com/NInagusev47/Silent-Crypto-Miner,Python,141,31,3,11071,0,0,1,0,0,0,13,0,Beginner,35,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
PauloJf,BPM-Tagger,PauloJf/BPM-Tagger,https://github.com/PauloJf/BPM-Tagger,Python,20,0,0,7401,0,0,1,1,1,1,67,0,Intermediate,58,Great job! Keep it up.
rucio,rucio,rucio/rucio,https://github.com/rucio/rucio,Python,305,395,517,63562,0,0,1,0,1,1,3180,0,Production Ready,76,Add Docker support
Tele-AI,TeleFuser,Tele-AI/TeleFuser,https://github.com/Tele-AI/TeleFuser,Python,16,5,4,11415,1,1,1,0,1,1,43,0,Intermediate,54,Add Docker support
indmdev,Free-Telegram-Store-Bot,indmdev/Free-Telegram-Store-Bot,https://github.com/indmdev/Free-Telegram-Store-Bot,Python,136,73,13,66270,1,0,1,0,0,0,830,0,Beginner,38,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
molangning,fire-av,molangning/fire-av,https://github.com/molangning/fire-av,Python,24,1,0,2255180,1,0,1,0,1,0,979,0,Beginner,36,"Add unit/integration tests, Add Docker support"
EmertonData,glide,EmertonData/glide,https://github.com/EmertonData/glide,Python,83,1,4,14842,1,1,1,0,1,1,140,0,Intermediate,54,Add Docker support
frappe,frappe,frappe/frappe,https://github.com/frappe/frappe,Python,10464,5137,2300,773991,1,0,1,0,1,0,5524,0,Production Ready,80,"Add unit/integration tests, Add Docker support"
isard-vdi,isard,isard-vdi/isard,https://github.com/isard-vdi/isard,Python,245,64,19,164274,0,0,1,0,1,0,3741,0,Beginner,54,"Add unit/integration tests, Add Docker support"
scikit-hep,mplhep,scikit-hep/mplhep,https://github.com/scikit-hep/mplhep,Python,221,75,2,70122,1,1,1,0,1,1,2639,0,Intermediate,70,Add Docker support
yago-naga,yago-4.5,yago-naga/yago-4.5,https://github.com/yago-naga/yago-4.5,Python,71,14,1,21197,1,0,1,0,0,0,1185,0,Beginner,31,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
kubeflow,mcp-server,kubeflow/mcp-server,https://github.com/kubeflow/mcp-server,Python,29,37,40,224,1,0,1,1,1,1,106,0,Intermediate,72,Great job! Keep it up.
BnanZ0,ok-nte,BnanZ0/ok-nte,https://github.com/BnanZ0/ok-nte,Python,1017,73,1,166597,1,0,1,0,1,1,140,0,Intermediate,74,Add Docker support
Jaserrr,Intelligent-ST-Wiki,Jaserrr/Intelligent-ST-Wiki,https://github.com/Jaserrr/Intelligent-ST-Wiki,Python,13,1,0,2713985,1,0,1,0,0,0,297,0,Beginner,19,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
mandiant,speakeasy,mandiant/speakeasy,https://github.com/mandiant/speakeasy,Python,2008,284,25,1430,1,0,1,1,1,1,2176,0,Intermediate,90,Great job! Keep it up.
earthai-tech,pycsamt,earthai-tech/pycsamt,https://github.com/earthai-tech/pycsamt,Python,36,10,0,336978,1,0,1,0,1,0,1973,0,Beginner,43,"Add unit/integration tests, Add Docker support"
Lavreniuk,Delineate-Anything,Lavreniuk/Delineate-Anything,https://github.com/Lavreniuk/Delineate-Anything,Python,138,22,5,29746,1,1,1,0,0,0,476,0,Beginner,34,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
KonvexInvestment,ibkr-steuer,KonvexInvestment/ibkr-steuer,https://github.com/KonvexInvestment/ibkr-steuer,Python,27,12,36,1281,1,1,1,0,0,1,120,0,Beginner,43,"Set up CI/CD workflows, Add Docker support"
TencentBlueKing,bk-lite,TencentBlueKing/bk-lite,https://github.com/TencentBlueKing/bk-lite,Python,24,16,174,133540,0,0,1,0,1,0,496,0,Beginner,43,"Add unit/integration tests, Add Docker support"
everycure-org,matrix,everycure-org/matrix,https://github.com/everycure-org/matrix,Python,48,12,6,208387,0,0,1,0,1,0,807,0,Beginner,44,"Add unit/integration tests, Add Docker support"
EdwardBetts,osm-wikidata,EdwardBetts/osm-wikidata,https://github.com/EdwardBetts/osm-wikidata,Python,125,26,266,2851,1,0,1,0,0,1,3421,0,Beginner,49,"Set up CI/CD workflows, Add Docker support"
NVIDIA,NeMo-Retriever,NVIDIA/NeMo-Retriever,https://github.com/NVIDIA/NeMo-Retriever,Python,2952,339,224,53941,1,1,1,1,1,1,699,0,Production Ready,92,Great job! Keep it up.
SoulMelody,LibreSVIP,SoulMelody/LibreSVIP,https://github.com/SoulMelody/LibreSVIP,Python,118,14,3,24780,1,1,1,1,1,1,1251,0,Intermediate,72,Great job! Keep it up.
PySport,kloppy,PySport/kloppy,https://github.com/PySport/kloppy,Python,533,96,84,47522,1,0,1,0,1,0,2283,0,Production Ready,58,"Add unit/integration tests, Add Docker support"
fourteenwm,ppc-ai-skills,fourteenwm/ppc-ai-skills,https://github.com/fourteenwm/ppc-ai-skills,Python,54,9,4,1166,1,0,1,0,0,0,107,0,Beginner,29,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
deepset-ai,haystack,deepset-ai/haystack,https://github.com/deepset-ai/haystack,Python,25989,2944,110,212879,0,0,1,0,1,1,2443,0,Production Ready,96,Add Docker support
bingook,bingo,bingook/bingo,https://github.com/bingook/bingo,Python,305,30,0,126334,1,0,1,0,0,1,41,0,Beginner,52,"Set up CI/CD workflows, Add Docker support"
ShravanDalavi,Simple-Python-Mini-Projects,ShravanDalavi/Simple-Python-Mini-Projects,https://github.com/ShravanDalavi/Simple-Python-Mini-Projects,Python,32,10,1,479,1,1,1,0,0,0,755,0,Beginner,28,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
azukds,tubular,azukds/tubular,https://github.com/azukds/tubular,Python,107,27,69,5452,1,0,1,0,1,1,1917,0,Intermediate,64,Add Docker support
interlark,ustvgo-tvguide,interlark/ustvgo-tvguide,https://github.com/interlark/ustvgo-tvguide,Python,71,10,1,53729142,1,0,1,0,1,0,1502,0,Beginner,45,"Add unit/integration tests, Add Docker support"
developmentseed,titiler,developmentseed/titiler,https://github.com/developmentseed/titiler,Python,1131,244,24,66760,0,1,1,1,1,0,2581,0,Production Ready,73,Add unit/integration tests
quanyu98,zubo,quanyu98/zubo,https://github.com/quanyu98/zubo,Python,16,6,0,10079,1,0,1,0,1,0,209,0,Beginner,39,"Add unit/integration tests, Add Docker support"
tinker495,jax-baseline,tinker495/jax-baseline,https://github.com/tinker495/jax-baseline,Python,67,5,1,132946,1,0,1,0,0,1,1721,0,Beginner,42,"Set up CI/CD workflows, Add Docker support"
apache,burr,apache/burr,https://github.com/apache/burr,Python,2487,174,109,56729,1,1,1,0,1,1,905,0,Production Ready,79,Add Docker support
AutomatosAI,automatos-ai,AutomatosAI/automatos-ai,https://github.com/AutomatosAI/automatos-ai,Python,42,8,1,620816,1,0,1,1,1,1,356,0,Intermediate,68,Great job! Keep it up.
privacyidea,privacyidea,privacyidea/privacyidea,https://github.com/privacyidea/privacyidea,Python,1740,356,200,104788,1,0,1,0,1,1,4433,0,Production Ready,81,Add Docker support
jianbaorui07-dot,KORYAO-basic,jianbaorui07-dot/KORYAO-basic,https://github.com/jianbaorui07-dot/KORYAO-basic,Python,37,7,1,40206,1,0,1,0,1,1,63,0,Intermediate,57,Add Docker support
bghira,SimpleTuner,bghira/SimpleTuner,https://github.com/bghira/SimpleTuner,Python,2882,286,14,39574,1,1,1,1,1,1,1151,0,Intermediate,91,Great job! Keep it up.
MrAbolfazlNorouzi,iran-configs,MrAbolfazlNorouzi/iran-configs,https://github.com/MrAbolfazlNorouzi/iran-configs,Python,25,4,0,753059,1,0,1,0,1,0,324,0,Beginner,39,"Add unit/integration tests, Add Docker support"
REIJI007,Adblock-Rule-Collection,REIJI007/Adblock-Rule-Collection,https://github.com/REIJI007/Adblock-Rule-Collection,Python,107,8,0,223069,1,0,1,0,1,0,716,0,Beginner,45,"Add unit/integration tests, Add Docker support"
mozilla-ai,otari,mozilla-ai/otari,https://github.com/mozilla-ai/otari,Python,318,22,34,7185,1,0,1,1,1,1,112,0,Intermediate,76,Great job! Keep it up.
Mihailorama,docfold,Mihailorama/docfold,https://github.com/Mihailorama/docfold,Python,18,3,0,633,1,1,1,0,1,1,162,0,Intermediate,52,Add Docker support
Ikalus1988,MisakaNet,Ikalus1988/MisakaNet,https://github.com/Ikalus1988/MisakaNet,Python,314,104,23,36673,1,1,1,1,1,1,84,0,Intermediate,82,Great job! Keep it up.
UiPath,skills,UiPath/skills,https://github.com/UiPath/skills,Python,132,44,188,32181,1,0,1,0,1,1,182,0,Intermediate,66,Add Docker support
MillenniumDawn,Millennium-Dawn,MillenniumDawn/Millennium-Dawn,https://github.com/MillenniumDawn/Millennium-Dawn,Python,88,59,312,8946866,0,1,1,0,1,0,313,0,Production Ready,51,"Add unit/integration tests, Add Docker support"
iksnagreb,onnx-passes,iksnagreb/onnx-passes,https://github.com/iksnagreb/onnx-passes,Python,12,3,4,751,0,0,1,0,1,0,407,0,Beginner,36,"Add unit/integration tests, Add Docker support"
2i2c-org,infrastructure,2i2c-org/infrastructure,https://github.com/2i2c-org/infrastructure,Python,137,96,441,23697,1,0,1,0,1,0,2151,0,Beginner,54,"Add unit/integration tests, Add Docker support"
MTSWebServices,data-rentgen,MTSWebServices/data-rentgen,https://github.com/MTSWebServices/data-rentgen,Python,18,0,0,27689,0,0,1,1,1,1,756,0,Intermediate,58,Great job! Keep it up.
ecmwf,anemoi-registry,ecmwf/anemoi-registry,https://github.com/ecmwf/anemoi-registry,Python,13,3,5,683,1,0,1,0,1,1,763,0,Intermediate,52,Add Docker support
OIerDb-ng,OIerDb-data-generator,OIerDb-ng/OIerDb-data-generator,https://github.com/OIerDb-ng/OIerDb-data-generator,Python,87,42,128,163241,0,1,1,0,1,0,1684,0,Production Ready,50,"Add unit/integration tests, Add Docker support"
ningzimu,image-to-editable-ppt-skill,ningzimu/image-to-editable-ppt-skill,https://github.com/ningzimu/image-to-editable-ppt-skill,Python,1543,80,3,22712,1,1,1,0,1,1,62,0,Intermediate,75,Add Docker support
plume-lib,run-google-java-format,plume-lib/run-google-java-format,https://github.com/plume-lib/run-google-java-format,Python,12,4,1,221,1,0,1,0,1,0,3552,0,Beginner,37,"Add unit/integration tests, Add Docker support"
OBOFoundry,purl.obolibrary.org,OBOFoundry/purl.obolibrary.org,https://github.com/OBOFoundry/purl.obolibrary.org,Python,93,137,95,1850,1,0,1,0,1,0,4257,0,Beginner,54,"Add unit/integration tests, Add Docker support"
HexRaysSA,ida-hcli,HexRaysSA/ida-hcli,https://github.com/HexRaysSA/ida-hcli,Python,106,19,38,5129,0,1,1,0,1,1,337,0,Intermediate,63,Add Docker support
microsoft,social-reasoning-bench,microsoft/social-reasoning-bench,https://github.com/microsoft/social-reasoning-bench,Python,18,4,4,696043,1,1,1,0,1,0,87,0,Beginner,38,"Add unit/integration tests, Add Docker support"
thomasleplus,gdrive-archive,thomasleplus/gdrive-archive,https://github.com/thomasleplus/gdrive-archive,Python,12,4,1,478,1,0,1,0,1,0,3406,0,Beginner,37,"Add unit/integration tests, Add Docker support"
ElainaCore,ElainaBot_v2,ElainaCore/ElainaBot_v2,https://github.com/ElainaCore/ElainaBot_v2,Python,35,8,1,5206,0,0,1,1,1,1,86,0,Intermediate,67,Great job! Keep it up.
unicef,hope,unicef/hope,https://github.com/unicef/hope,Python,25,17,18,215910,0,1,1,0,1,1,2506,0,Intermediate,59,Add Docker support
zms-publishing,ZMS,zms-publishing/ZMS,https://github.com/zms-publishing/ZMS,Python,16,6,23,122363,0,1,1,1,1,1,3015,0,Intermediate,64,Great job! Keep it up.
pneumaticapp,pneumaticworkflow,pneumaticapp/pneumaticworkflow,https://github.com/pneumaticapp/pneumaticworkflow,Python,313,18,34,21438,1,0,1,1,1,0,649,0,Intermediate,61,Add unit/integration tests
pandas-dev,pandas,pandas-dev/pandas,https://github.com/pandas-dev/pandas,Python,49294,20161,2913,402471,0,0,1,0,1,0,5812,0,Production Ready,89,"Add unit/integration tests, Add Docker support"
kakaxi-1,zubo,kakaxi-1/zubo,https://github.com/kakaxi-1/zubo,Python,54,65,8,15346,1,0,1,0,1,0,290,0,Beginner,50,"Add unit/integration tests, Add Docker support"
cxumol,LongRiver,cxumol/LongRiver,https://github.com/cxumol/LongRiver,Python,19,8,2,590163,1,1,1,0,1,0,2191,0,Beginner,40,"Add unit/integration tests, Add Docker support"
William10101995,argly,William10101995/argly,https://github.com/William10101995/argly,Python,18,5,0,4395,1,0,1,1,1,1,192,0,Intermediate,64,Great job! Keep it up.
kohlerryan,samsung-tv-art-uploader,kohlerryan/samsung-tv-art-uploader,https://github.com/kohlerryan/samsung-tv-art-uploader,Python,43,1,0,27348,0,0,1,1,1,0,148,10,Intermediate,47,Add unit/integration tests
TheNewThinkTank,fitness-tracker,TheNewThinkTank/fitness-tracker,https://github.com/TheNewThinkTank/fitness-tracker,Python,20,1,10,27506,1,1,1,1,1,1,1684,0,Intermediate,60,Great job! Keep it up.
getsentry,sentry-python,getsentry/sentry-python,https://github.com/getsentry/sentry-python,Python,2199,643,400,94323,0,1,1,0,1,1,2956,0,Production Ready,84,Add Docker support
OrbFrontend,Orb,OrbFrontend/Orb,https://github.com/OrbFrontend/Orb,Python,22,4,5,9082,0,1,1,0,1,1,92,0,Intermediate,54,Add Docker support
Thesirix,Thesirix,Thesirix/Thesirix,https://github.com/Thesirix/Thesirix,Python,28,1,0,2066716,1,0,1,0,1,0,913,0,Beginner,36,"Add unit/integration tests, Add Docker support"
deepforestsci,chemberta3,deepforestsci/chemberta3,https://github.com/deepforestsci/chemberta3,Python,72,5,8,5428,1,0,1,0,0,0,1338,0,Beginner,28,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
oozzbb,car-qrcode-notify,oozzbb/car-qrcode-notify,https://github.com/oozzbb/car-qrcode-notify,JavaScript,120,51,9,92,1,0,1,0,0,0,617,0,Beginner,37,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
statsig-io,statsigstatus,statsig-io/statsigstatus,https://github.com/statsig-io/statsigstatus,JavaScript,52,27,0,708477,1,1,1,0,1,0,1868,0,Beginner,47,"Add unit/integration tests, Add Docker support"
gbook,nidb,gbook/nidb,https://github.com/gbook/nidb,JavaScript,32,8,18,333387,1,1,1,0,1,0,4129,0,Beginner,42,"Add unit/integration tests, Add Docker support"
RockinChaos,AniSchedule,RockinChaos/AniSchedule,https://github.com/RockinChaos/AniSchedule,JavaScript,38,3,1,27683,0,0,0,0,1,0,651,0,Beginner,29,"Add a README file, Add unit/integration tests, Add Docker support"
jeanropke,RDR2CollectorsMap,jeanropke/RDR2CollectorsMap,https://github.com/jeanropke/RDR2CollectorsMap,JavaScript,612,180,52,308875,1,1,1,0,1,0,2498,0,Production Ready,61,"Add unit/integration tests, Add Docker support"
